n_carbon,angle,cutoff,steps,E,E_std
2,0,3.0,18600,-78.58070952596535,0.24755874433015523
2,0,3.0,18700,-78.58092304217527,0.2564686717171418
2,0,3.0,18800,-78.58103146431925,0.25831694351999385
2,0,3.0,18900,-78.58106686359358,0.268295052804445
2,0,3.0,19000,-78.58116517554181,0.24443312146161733
2,0,3.0,19100,-78.58116158929415,0.2537130462495904
2,0,3.0,19200,-78.58111702662517,0.2873985124261756
2,0,3.0,19300,-78.58120742011171,0.254854690087469
2,0,3.0,19400,-78.58127743598293,0.26397651669226196
2,0,3.0,19500,-78.58123728816547,0.26282668976407303
2,0,3.0,19600,-78.58131858258923,0.3176159701849285
2,0,3.0,19700,-78.58133709998684,0.26379472409424026
2,0,3.0,19800,-78.58136416192328,0.26937493289771836
2,0,3.0,19900,-78.58140579636219,0.2492659429186269
2,0,5.0,0,-77.09379653930664,5.1175285339355465
2,0,5.0,100,-77.99376502232245,2.3740158457505074
2,0,5.0,200,-78.27231673137634,1.6403732989963733
2,0,5.0,300,-78.4136111264653,1.1277981682827598
2,0,5.0,400,-78.48428517520509,0.8149405592366269
2,0,5.0,500,-78.50758831052853,0.755143016576767
2,0,5.0,600,-78.52579136830585,0.6950732375446119
2,0,5.0,700,-78.54400055656588,0.6276690285456809
2,0,5.0,800,-78.56051553164538,0.4750263518408725
2,0,5.0,900,-78.56154203083429,0.4486354887485504
2,0,5.0,1000,-78.56797558895518,0.4261224301237809
2,0,5.0,1100,-78.56995045058393,0.44101931703718084
2,0,5.0,1200,-78.5741193501977,0.380839876438442
2,0,5.0,1300,-78.57181908127667,0.3567429420195128
2,0,5.0,1400,-78.5754773173433,0.35880136803576823
2,0,5.0,1500,-78.57592555822339,0.3612248254449744
2,0,5.0,1600,-78.57585251837209,0.3475964712469201
2,0,5.0,1700,-78.57746198150565,0.34456518919844376
2,0,5.0,1800,-78.57840704937382,0.30603571785123723
2,0,5.0,1900,-78.57959880233133,0.3462820084471452
2,0,5.0,2000,-78.58108328837687,0.30552807058158676
2,0,5.0,2100,-78.58228285122155,0.2789194505465658
2,0,5.0,2200,-78.58314100843363,0.29922328497234146
2,0,5.0,2300,-78.58376489011286,0.2843606236733888
2,0,5.0,2400,-78.58411065229521,0.3031444282908189
2,0,5.0,2500,-78.58376525284164,0.2867620305011147
2,0,5.0,2600,-78.58275597013164,0.2939257762934032
2,0,5.0,2700,-78.58191678198051,0.28583883611779465
2,0,5.0,2800,-78.58202966991327,0.31079054584628657
2,0,5.0,2900,-78.58313456837008,0.26897059302580983
2,0,5.0,3000,-78.58356972278357,0.32343404700881556
2,0,5.0,3100,-78.58384068233926,0.2944639521209817
2,0,5.0,3200,-78.58406888124398,0.3002632276008004
2,0,5.0,3300,-78.58381390614797,0.27888927726369156
2,0,5.0,3400,-78.58440203188748,0.24746514543106682
2,0,5.0,3500,-78.58379201518433,0.3036901637127525
2,0,5.0,3600,-78.58359270592477,0.2521879978870091
2,0,5.0,3700,-78.58338658660834,0.2431209589305677
2,0,5.0,3800,-78.58384258842194,0.2528414083154578
2,0,5.0,3900,-78.58412272284433,0.28046410177883346
2,0,5.0,4000,-78.58448139345657,0.26440314007432836
2,0,5.0,4100,-78.5851919022396,0.24840432405471802
2,0,5.0,4200,-78.58440372769994,0.2761312629047193
2,0,5.0,4300,-78.58401462040683,0.24320611985106216
2,0,5.0,4400,-78.584209107478,0.3027212604096061
2,0,5.0,4500,-78.58432091408451,0.24055005531562001
2,0,5.0,4600,-78.58439859075595,0.2704815990046451
2,0,5.0,4700,-78.58408937394725,0.30492958034339707
2,0,5.0,4800,-78.58407538974302,0.26913220239313024
2,0,5.0,4900,-78.58408039007526,0.24263319529985128
2,0,5.0,5000,-78.58421100323785,0.2624246007517764
2,0,5.0,5100,-78.58426939462444,0.24312746603237956
2,0,5.0,5200,-78.5847871902624,0.2426885938958118
2,0,5.0,5300,-78.58493234437317,0.23049835076457575
2,0,5.0,5400,-78.58526250142415,0.2387738674879074
2,0,5.0,5500,-78.58549844796727,0.237129093785035
2,0,5.0,5600,-78.58535070254992,0.23691372808657193
2,0,5.0,5700,-78.58528322833136,0.22400340124180443
2,0,5.0,5800,-78.58503351323318,0.2270635789946506
2,0,5.0,5900,-78.58525375918285,0.26700788187353236
2,0,5.0,6000,-78.5853890588312,0.25575087886107595
2,0,5.0,6100,-78.58514543537046,0.21522952773069082
2,0,5.0,6200,-78.5852873004822,0.24029472705565
2,0,5.0,6300,-78.58513347370989,0.23624898022726962
2,0,5.0,6400,-78.58502879578614,0.23048017683782077
2,0,5.0,6500,-78.58500639834169,0.2349592000246048
2,0,5.0,6600,-78.58481703399423,0.220156770787741
2,0,5.0,6700,-78.58483578634412,0.21591522662263168
2,0,5.0,6800,-78.5848278089199,0.2362244748755505
2,0,5.0,6900,-78.5849113978374,0.24866869810380435
2,0,5.0,7000,-78.58497871539095,0.2416385592598664
2,0,5.0,7100,-78.58508872815096,0.23290391266345978
2,0,5.0,7200,-78.5851212387751,0.20352355586855034
2,0,5.0,7300,-78.58512711718774,0.21950317370264152
2,0,5.0,7400,-78.58496793946016,0.21619085026414772
2,0,5.0,7500,-78.5849283886226,0.25131005284033325
2,0,5.0,7600,-78.58493884876988,0.2471960657521298
2,0,5.0,7700,-78.58482248767636,0.2162751045666243
2,0,5.0,7800,-78.5847242305046,0.21638154748239016
2,0,5.0,7900,-78.58445308601867,0.250141914737852
2,0,5.0,8000,-78.58446909177775,0.20551801982678866
2,0,5.0,8100,-78.5844278614926,0.22234000344025462
2,0,5.0,8200,-78.58479384795642,0.20798388437220924
2,0,5.0,8300,-78.58495190890937,0.24816546942058362
2,0,5.0,8400,-78.58513281457377,0.20759160110824987
2,0,5.0,8500,-78.58521140652813,0.24009793683102257
2,0,5.0,8600,-78.58518031120722,0.21754939932572215
2,0,5.0,8700,-78.58539436857133,0.21405188739299774
2,0,5.0,8800,-78.58532476033238,0.20794095177399485
2,0,5.0,8900,-78.58530177002253,0.19684881991461703
2,0,5.0,9000,-78.58528240279021,0.30716730967948314
2,0,5.0,9100,-78.58502030082643,0.2154525024326224
2,0,5.0,9200,-78.58519043283128,0.19827751109474584
2,0,5.0,9300,-78.58497792291641,0.20442190923188863
2,0,5.0,9400,-78.58482567509984,0.4936508324585463
2,0,5.0,9500,-78.58492430761191,0.22245608034886813
2,0,5.0,9600,-78.5848092477434,0.30646164636862905
2,0,5.0,9700,-78.5848980281468,0.20488738072545906
2,0,5.0,9800,-78.58515777418428,0.2258644378498981
2,0,5.0,9900,-78.58510620890434,0.20167683613927742
2,0,5.0,10000,-78.58520191687909,0.21493260954555712
2,0,5.0,10100,-78.5852499697982,0.22999316767642372
2,0,5.0,10200,-78.58521985552964,0.19642958358714455
2,0,5.0,10300,-78.5852167123988,0.20431161789517654
2,0,5.0,10400,-78.5853404876776,0.2560489052220395
2,0,5.0,10500,-78.58542500064662,0.19489576314624987
2,0,5.0,10600,-78.58540332979983,0.1977299922390988
2,0,5.0,10700,-78.58554983565486,0.2071286047759809
2,0,5.0,10800,-78.58528319097707,0.20369633169550644
2,0,5.0,10900,-78.58542947672758,0.19803628168608012
2,0,5.0,11000,-78.58535127367111,0.188044158251662
2,0,5.0,11100,-78.58536669372718,0.20708758344775752
2,0,5.0,11200,-78.58539374228013,0.21667322281159854
2,0,5.0,11300,-78.58540916487738,0.1952632375453648
2,0,5.0,11400,-78.58538034507598,0.19275396356457158
2,0,5.0,11500,-78.58533356903082,0.2042425463074132
2,0,5.0,11600,-78.58543584966908,0.204160559334253
2,0,5.0,11700,-78.58543548402285,0.20748230187516464
2,0,5.0,11800,-78.58527919344664,0.19023066602255168
2,0,5.0,11900,-78.58534451563382,0.20953324437141418
2,0,5.0,12000,-78.58544724077564,0.19717497731509961
2,0,5.0,12100,-78.58535813906269,0.1978945481149774
2,0,5.0,12200,-78.58545005672943,0.1866476849505776
2,0,5.0,12300,-78.58545362424454,0.18518557909287905
2,0,5.0,12400,-78.58560930265213,0.21120208893951617
2,0,5.0,12500,-78.58560622603859,0.2073007571069818
2,0,5.0,12600,-78.58557999638796,0.19143975016317868
2,0,5.0,12700,-78.58556000746943,0.19315430443537862
2,0,5.0,12800,-78.58557538058103,0.18583437094562932
2,0,5.0,12900,-78.58562310317147,0.19425357564499504
2,0,5.0,13000,-78.58573406687407,0.199404082015941
2,0,5.0,13100,-78.58584736863584,0.19856912525076614
2,0,5.0,13200,-78.58601963658427,0.18501222917908117
2,0,5.0,13300,-78.58593533390524,0.20126931369304657
2,0,5.0,13400,-78.58591126091446,0.1815650816026487
2,0,5.0,13500,-78.58593086364111,0.19222585935341685
2,0,5.0,13600,-78.58587949072903,0.1917143275863246
2,0,5.0,13700,-78.58595818463701,0.22764745354652405
2,0,5.0,13800,-78.5856947704707,0.22644576195039248
2,0,5.0,13900,-78.5856405754028,0.21412785821839384
2,0,5.0,14000,-78.58572543722698,0.2191201228844492
2,0,5.0,14100,-78.58575283718409,0.18915843885195882
2,0,5.0,14200,-78.58577217608472,0.186360638392599
2,0,5.0,14300,-78.58591787849555,0.180123286811929
2,0,5.0,14400,-78.58573618762144,0.18904256663824381
2,0,5.0,14500,-78.58566084438428,0.1878334017176377
2,0,5.0,14600,-78.58570039786869,0.19497058109233253
2,0,5.0,14700,-78.58554332500049,0.17612399474570625
2,0,5.0,14800,-78.5856694652293,0.18480557909137324
2,0,5.0,14900,-78.58571399160935,0.19844514602109006
2,0,5.0,15000,-78.58564018155735,0.17784413067918076
2,0,5.0,15100,-78.5856755740336,0.2078608839135421
2,0,5.0,15200,-78.58559076623193,0.1845141037514335
2,0,5.0,15300,-78.58564193619408,0.19489404559135437
2,0,5.0,15400,-78.5857233712018,0.18867040151043943
2,0,5.0,15500,-78.58583116974216,0.18081559868235336
2,0,5.0,15600,-78.5857371923903,0.2274422088735982
2,0,5.0,15700,-78.58582519472589,0.19271596952488548
2,0,5.0,15800,-78.58583909082178,0.21747086393205742
2,0,5.0,15900,-78.58569719469612,0.19678105413913727
2,0,5.0,16000,-78.58574920559845,0.1831740948714708
2,0,5.0,16100,-78.58577354541285,0.19645970667663373
2,0,5.0,16200,-78.5857517689581,0.17422437746273844
2,0,5.0,16300,-78.5857628143136,0.21331206983641574
2,0,5.0,16400,-78.58572099882383,0.18234996732912565
2,0,5.0,16500,-78.58584352883899,0.2705628409197456
2,0,5.0,16600,-78.58589425852922,0.1826856614727723
2,0,5.0,16700,-78.58593651599665,0.19615409327180763
2,0,5.0,16800,-78.58601619239222,0.20981858827565847
2,0,5.0,16900,-78.58614825080954,0.16847129715116402
2,0,5.0,17000,-78.58609986521685,0.17998356097622922
2,0,5.0,17100,-78.58610921355502,0.1730378607386037
2,0,5.0,17200,-78.58603756449259,0.1995833806301418
2,0,5.0,17300,-78.58606455065362,0.20141372633607765
2,0,5.0,17400,-78.58605559111942,0.19907498594961667
2,0,5.0,17500,-78.58598288030512,0.17275140316862808
2,0,5.0,17600,-78.58606658043094,0.17431525258641495
2,0,5.0,17700,-78.5860890938102,0.17904108841168254
2,0,5.0,17800,-78.58611635076332,0.1653798316654406
2,0,5.0,17900,-78.58611376371532,0.2372765611661108
2,0,5.0,18000,-78.58624742041279,0.19480233129702115
2,0,5.0,18100,-78.58632181556243,0.17565387095275678
2,0,5.0,18200,-78.58626821489155,0.18816283188368144
2,0,5.0,18300,-78.58615834721617,0.18375672635279203
2,0,5.0,18400,-78.58617303684368,0.1652906309617193
2,0,5.0,18500,-78.58622708472475,0.194833904504776
2,0,5.0,18600,-78.58616490965888,0.17936459811110245
2,0,5.0,18700,-78.58606573116994,0.19552181739556163
2,0,5.0,18800,-78.58594602343186,0.18232009050093198
2,0,5.0,18900,-78.58607610095424,0.1756507871966613
2,0,5.0,19000,-78.58608116168821,0.18349751830101013
2,0,5.0,19100,-78.58607604600046,0.1844775998278668
2,0,5.0,19200,-78.58605727215296,0.18926054317700236
2,0,5.0,19300,-78.58603473463641,0.20059215238219813
2,0,5.0,19400,-78.58605672203801,0.16607803106307983
2,0,5.0,19500,-78.586045952733,0.1730877161026001
2,0,5.0,19600,-78.58605466777647,0.1688116028120643
2,0,5.0,19700,-78.5860362061631,0.20657909073327718
2,0,5.0,19800,-78.58600771289167,0.17810241878032684
2,0,5.0,19900,-78.58595689610857,0.17683293788056625
2,90,3.0,0,-75.80996170043946,8.570026779174805
2,90,3.0,100,-77.668234163697,2.699676902670609
2,90,3.0,200,-78.0940736585707,2.1681481850774666
2,90,3.0,300,-78.2699911446407,1.0518672779986733
2,90,3.0,400,-78.32216681945017,0.9357386231422424
2,90,3.0,500,-78.38768544919252,0.7280887804533306
2,90,3.0,600,-78.40557810771759,0.6495335290306493
2,90,3.0,700,-78.4118476980741,0.6352020847169977
2,90,3.0,800,-78.42590625306751,0.6301319473668149
2,90,3.0,900,-78.43071016366414,0.5906051114985817
2,90,3.0,1000,-78.42962053662978,0.5889419223132887
2,90,3.0,1100,-78.43775274508569,0.5676759716711546
2,90,3.0,1200,-78.43681038613694,0.5815642413340116
2,90,3.0,1300,-78.43823382685879,0.5077421571079054
2,90,3.0,1400,-78.44160290747637,0.5095236489647313
2,90,3.0,1500,-78.44340754264745,0.48420821679265874
2,90,3.0,1600,-78.4498764911735,0.5070402449683139
2,90,3.0,1700,-78.45415458299735,0.4898360057881004
2,90,3.0,1800,-78.45270187756545,0.48361608072331075
2,90,3.0,1900,-78.45198014585337,0.46795819307628433
2,90,3.0,2000,-78.4517550793466,0.5015197019827994
2,90,3.0,2100,-78.45183558092546,0.5039718198148828
2,90,3.0,2200,-78.4511640375144,0.47369518719221415
2,90,3.0,2300,-78.45109686709554,0.4822072574966832
2,90,3.0,2400,-78.45276338609753,0.44602563506678533
2,90,3.0,2500,-78.45219632003162,0.4591149091720581
2,90,3.0,2600,-78.45232109462309,0.49301567673683167
2,90,3.0,2700,-78.4519356178403,0.47436909299147756
2,90,3.0,2800,-78.4524372016018,0.46225222474650335
2,90,3.0,2900,-78.4526301239393,0.48927244387174906
2,90,3.0,3000,-78.45314480571213,0.4625025140611749
2,90,3.0,3100,-78.45202399602663,0.45315050294524745
2,90,3.0,3200,-78.45252669990465,0.44802695512771606
2,90,3.0,3300,-78.45354419683713,0.47063982486724854
2,90,3.0,3400,-78.45437583436299,0.48737739104973643
2,90,3.0,3500,-78.45426370214537,0.44268905489068283
2,90,3.0,3600,-78.4539149076148,0.45435530731552526
2,90,3.0,3700,-78.45414168307377,0.44152929124079254
2,90,3.0,3800,-78.45363126804989,0.43400395543951736
2,90,3.0,3900,-78.45479540812997,0.42543228990153265
2,90,3.0,4000,-78.45392136409374,0.4327209419325778
2,90,3.0,4100,-78.45494931759721,0.39850979102285283
2,90,3.0,4200,-78.45495236428546,0.4813719956498397
2,90,3.0,4300,-78.4535662581713,0.4524671827491961
2,90,3.0,4400,-78.45307269288823,0.7884698776822341
2,90,3.0,4500,-78.45281221325503,0.4257500846134989
2,90,3.0,4600,-78.45234404013556,0.4344120511883183
2,90,3.0,4700,-78.45353750325343,0.449617873681219
2,90,3.0,4800,-78.45478151336991,0.428371388661234
2,90,3.0,4900,-78.45607322133527,0.38859248475024577
2,90,3.0,5000,-78.45635715685073,0.4262809063258924
2,90,3.0,5100,-78.45557679111229,0.5802323896633951
2,90,3.0,5200,-78.45478079370017,0.38862468380677073
2,90,3.0,5300,-78.45362360263839,0.6562908260445846
2,90,3.0,5400,-78.4528147323297,3.8914781259863
2,90,3.0,5500,-78.45143407569,0.4552584510100515
2,90,3.0,5600,-78.45303903322115,0.5924890449172572
2,90,3.0,5700,-78.45361025933491,0.40988779381701823
2,90,3.0,5800,-78.45417389801041,0.40692536925014694
2,90,3.0,5900,-78.45467322928182,0.38065572631986516
2,90,3.0,6000,-78.45562246896851,0.39982711484557704
2,90,3.0,6100,-78.45672074458571,0.3871845744158092
2,90,3.0,6200,-78.45632065150781,0.3983759691840724
2,90,3.0,6300,-78.4564488631887,0.36608552462176275
2,90,3.0,6400,-78.4567130652107,0.4069643475507435
2,90,3.0,6500,-78.45689013808222,0.37091178172513056
2,90,3.0,6600,-78.45734504439375,0.3847636815748717
2,90,3.0,6700,-78.45753661488747,0.394445223243613
2,90,3.0,6800,-78.4579017843821,0.3814741812254253
2,90,3.0,6900,-78.45744176960581,0.4055724269465396
2,90,3.0,7000,-78.45766236904572,0.3580485033361535
2,90,3.0,7100,-78.45780674057414,0.3799559583789424
2,90,3.0,7200,-78.45785053996559,0.41633101827219915
2,90,3.0,7300,-78.45716098020655,0.41453730589465093
2,90,3.0,7400,-78.45759646759133,0.3755018428752297
2,90,3.0,7500,-78.4576749518049,0.3751604996229473
2,90,3.0,7600,-78.45768421762175,0.37414243660475077
2,90,3.0,7700,-78.4574305083938,0.4341177516861966
2,90,3.0,7800,-78.45726840704904,0.37067007704784993
2,90,3.0,7900,-78.45734862076048,0.37677411499776337
2,90,3.0,8000,-78.45698953658443,0.3569705235330682
2,90,3.0,8100,-78.45751075264366,0.5594333692600852
